id,name,category,focus,ages,levels,min_players,max_players,duration_min,intensity,equipment,description,coaching_points,easier,harder,needs_basket,space,sideline_ok,supervision,game_format,source,variants,game_like,concepts,themes
GM30,Balloon Team Keep-Up,game,game;coordination;physical,U9;U11,beginner;intermediate;advanced,6,30,6,high,1 balloon per team,Teams of 4-5 in a circle keep one balloon in the air; a player may not touch it twice in a row and must sit down and stand up after each touch. Count the touches before it drops; then add a second balloon; then everyone dribbles a basketball.,Call your touch; cover the space left when a teammate sits.,No sit-down rule.,Two balloons and only weak-hand touches.,no,small_area,no,medium,,original (written for this project),,yes,,reaction;conditioning
GM31,Balloon Relay Race,game,game;coordination;physical,U9;U11;U13,beginner;intermediate;advanced,6,30,6,high,"1 balloon per team, cones","Relay to a cone and back carrying the balloon: between the knees, on the back of the hand, tapped in the air the whole way, then dribbling a basketball with the other hand while tapping. A dropped balloon means restart from the last cone.",Control before speed; cheer the teammate.,Shorter distance.,Two balloons at once.,no,half_court,no,medium,,original (written for this project),,yes,,conditioning
WU22,Stick Drop Reaction,warmup,physical;coordination;defense,U9;U11;U13;U14,beginner;intermediate;advanced,2,30,5,medium,1 wooden stick per pair,"Partner holds a wooden stick upright with a fingertip and lets it go without warning; the player in athletic stance must catch it before it hits the floor. Increase the distance step by step; then start from a slide, then from a jump, then facing away and reacting to 'go'.","Athletic stance, weight on the balls of the feet, explode with the first step.","Closer, partner says 'go'.","Two sticks, partner drops one; catch with the hand the partner calls.",no,small_area,yes,low,,original (written for this project),,yes,,reaction;footwork
WU23,Stick Circle Exchange,warmup,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,5,high,1 wooden stick each,"Group in a circle, everyone holds a stick upright on the floor with one finger. On 'go' everyone lets go and moves one place to the right to catch the next stick before it falls. Widen the circle as they succeed; call left or right; call 'two' to skip a stick.","Release and move at the same time; low, quick steps.","Small circle, always the same direction.",Sticks released on a visual signal; move through the middle of the circle.,no,small_area,no,medium,,original (written for this project),,yes,,reaction;footwork
CO26,Stick Balance and Agility,coordination,coordination;physical,U9;U11;U13,beginner;intermediate;advanced,1,30,5,medium,1 wooden stick each,"Balance the stick upright on the palm and walk; then on two fingers; then on the back of the hand. Then sticks on the floor as an agility pattern: hop over each, in-and-out, sideways two-foot jumps, lateral quick steps between them.",Eyes on the top of the stick to balance it; quiet feet on the pattern.,Balance in place only.,Balance while dribbling a basketball with the other hand.,no,small_area,yes,low,,original (written for this project),,yes,,footwork
GM32,Stick Pass Relay,game,game;coordination;physical,U9;U11;U13,beginner;intermediate;advanced,6,30,6,high,"1 wooden stick per team, cones","Teams in a line. Run to the cone carrying the stick balanced on the palm, hand it to the next player; then run holding it like a torch and jump over a cone; then two players carry it between them on the back of their hands without dropping it.",Slow is smooth; pass the stick with eye contact.,Hold the stick normally.,Balance the stick while dribbling.,no,half_court,no,medium,,original (written for this project),,yes,,conditioning;reaction
GM33,Bumper Cars (contact dribbling),game,game;ballhandling;defense,U9;U11,beginner;intermediate;advanced,6,30,5,high,"1 ball each, cones","Everyone dribbles inside a marked square. Players bump shoulder to shoulder with whoever they meet — gently, like bumper cars — while keeping the dribble alive. Losing the ball means 3 crossovers outside and back in. Shrink the square every minute.","Low and wide stance before contact; ball on the far hand; bump with the shoulder, never the hands.","No bumping, just avoid contact.",Weak hand only; a bumped player who loses the ball becomes a tagger.,no,small_area,no,medium,,original (written for this project),,yes,,contact
GM34,Sumo Circle (hold your ground),game,game;defense;physical,U9;U11;U13,beginner;intermediate;advanced,4,30,5,medium,cones or the centre circle,"Pairs face each other inside a small circle in athletic stance, hands on each other's shoulders (or palms together). On 'go' each tries to push the partner out of the circle or make her move a foot. Best of three, then change partner. Older players do it back to back like a box-out.","Feet wider than the shoulders, hips low, push with the legs not the arms.","Palms only, no pushing on the shoulders.",Back to back: sit into the partner and hold the position for 5 seconds.,no,small_area,no,medium,,original (written for this project),,yes,,contact;footwork
GM35,Rebound Rumble (U9 box-out game),game,game;defense;physical,U9;U11,beginner;intermediate;advanced,4,16,6,high,balls,"Pairs under the basket. The coach tosses the ball high off the backboard; before it comes down each player tries to get her body between the partner and the ball, turning and sitting into her (no pushing with the arms). Whoever catches it scores a point and gets a lay-up. First to 5.","Turn, find the partner with your back, then look for the ball; catch with two hands.",Coach places the ball on the floor: first to secure it wins.,Three players: the one who rebounds attacks 1v2.,yes,half_court,no,medium,,original (written for this project),,yes,,rebounding;contact
GM36,Push-the-Pad Finishes,game,game;passing_shooting;physical,U9;U11;U13,beginner;intermediate;advanced,3,16,6,medium,"blocking pad or a rolled mat, balls","Lay-up line where the coach (or a player) holds a pad in the lane and gives a gentle bump as the shooter goes up. A made lay-up through the bump is 2 points, a miss with balance kept is 1. Team race to 20.","Two-foot power step, ball at the chin, go up through the bump.","Pad just touches, no bump.","Bump from the side, then from behind; finish with the weak hand.",yes,half_court,no,medium,,original (written for this project),,yes,,contact;finishing
DF41,Closeout and Contest Race,defense,defense;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,7,high,balls,"Two lines under the basket, two shooters on the wings. Coach passes to one wing: the first defender sprints, chops the feet and contests with a high hand; the shooter shoots on the catch. Defence gets a point for a miss, offence for a make; a foul is 2 for the offence. First team to 10, then rotate.","Sprint half way, short choppy steps the second half; hand up, not out; land balanced.",Shooter waits 1 second before shooting.,Shooter may shot-fake and take one dribble; defender must contain.,yes,half_court,no,medium,,original (written for this project),,yes,,closeouts;footwork
DF42,2v2 Closeout and Help,defense,defense;team_concepts,U11;U13;U14,intermediate;advanced,4,16,8,high,balls,"Two defenders start in the paint, two attackers on the wings. Coach passes to a wing: the near defender closes out, the other jumps to help position. The attacker drives or swings the ball; the defence must close out again and help and recover. Live to a score or a stop, then rotate.","Close out under control; help defender sees ball and player; recover on the pass, not after the shot.",Attackers may not drive.,Add a third attacker in the corner.,yes,half_court,no,medium,,original (written for this project),,yes,,closeouts;spacing
DF43,Closeout Decision Game (shot or drive),defense,defense;offense,U11;U13;U14,intermediate;advanced,4,16,7,high,balls,"Defender under the rim passes to the attacker at the wing and closes out. The attacker reads the closeout: shoots if the defender is short, drives the front foot if she flies past. One dribble maximum. Points: stop 2, contested miss 1, attacker score 2. Winner stays on defence.","Defender: closeout depth depends on the shooter; attacker: read the feet, decide before the catch.",Attacker announces shot or drive.,Two dribbles and a help defender.,yes,half_court,no,medium,,original (written for this project),,yes,dribble_drive,closeouts;1v1
DF44,Closeout Tag (sprint and chop),defense,defense;physical,U11;U13;U14,beginner;intermediate;advanced,6,30,5,high,cones,"Attackers stand on the arc, defenders in the paint. On the whistle every defender sprints to an attacker and must stop in a chopped-feet closeout stance one arm's length away, hand up; the attacker then takes one step in any direction and the defender must slide to stay in front. Points for each clean closeout, then swap.","Sprint then chop; weight back, hand high; slide without crossing the feet.",Attackers stay still.,Attackers move as the defender arrives.,no,half_court,no,medium,,original (written for this project),,yes,,closeouts;footwork;conditioning
DF45,Offensive Rebound Tip Game,defense,defense;passing_shooting,U11;U13;U14,intermediate;advanced,4,12,6,high,balls,"Coach shoots to miss; one defender boxes out, one attacker crashes from the wing. If the attacker gets the ball she must score immediately with a tip or a power move; the defender must rebound and outlet to the coach. Points both ways, first to 5, then rotate.","Attacker: swim or spin past the box-out, go up strong; defender: hit first, then find the ball.",Attacker starts closer to the basket.,2v2 crash and box-out.,yes,half_court,no,medium,,original (written for this project),,yes,,rebounding;finishing
DF46,War Rebounding 3v3 (three chances),defense,defense;physical;game,U13;U14,intermediate;advanced,6,12,8,high,balls,"3v3 around the key, coach shoots. Live until the defence secures the rebound and outlets, or the offence scores; the offence may go for three offensive rebounds in a row. Defence point for the outlet, offence point for a put-back. First to 7, then switch.",Box out on the shot every time; pursue with two hands; chin the ball and pivot away from pressure.,Offence gets one chance.,A stop only counts if the outlet pass is completed within 3 seconds.,yes,half_court,no,medium,,original (written for this project),,yes,,rebounding;contact
DF47,Box-Out Circle Game,defense,defense;physical,U11;U13;U14,beginner;intermediate;advanced,4,16,5,high,1 ball per group,"Ball in the middle of a circle (centre circle or cones). Defenders face out with attackers behind them. On 'go' the attackers try to touch the ball, the defenders box them out for 5 seconds. Point for the defence if nobody touches it. Then swap.","Turn, make contact with the hip, arms wide, feet moving; hold for the full count.",3 seconds.,Two balls in the circle; defenders start facing the attacker.,no,small_area,no,medium,,original (written for this project),,yes,,rebounding;contact
